OPEN,HIGH,LOW,CLOSE
1.1941,1.1942,1.1941,1.1942
1.1942,1.1942,1.1942,1.1942
1.1942,1.1942,1.1942,1.1942
1.1942,1.1945,1.1942,1.1945
1.1946,1.1946,1.1942,1.1942
1.1943,1.1943,1.1942,1.1943
1.1942,1.1942,1.1942,1.1942
1.1942,1.1942,1.1942,1.1942
1.1942,1.1945,1.1942,1.1945
1.1944,1.1944,1.1944,1.1944
1.1944,1.1944,1.1944,1.1944
1.1944,1.1944,1.1944,1.1944
1.1944,1.1945,1.1944,1.1945
1.1945,1.1945,1.1944,1.1944
1.1944,1.1944,1.1944,1.1944
1.1944,1.1946,1.1944,1.1945
1.1945,1.1945,1.1945,1.1945
1.1945,1.1946,1.1945,1.1946
1.1946,1.1946,1.1945,1.1945
1.1945,1.1946,1.1945,1.1946
1.1945,1.1946,1.1945,1.1946
1.1946,1.1946,1.1945,1.1946
1.1945,1.1946,1.1945,1.1946
1.1945,1.1946,1.1945,1.1946
1.1946,1.1947,1.1945,1.1947
1.1947,1.1947,1.1947,1.1947
1.1947,1.1947,1.1947,1.1947
1.1947,1.1947,1.1947,1.1947
1.1947,1.1947,1.1947,1.1947
1.1947,1.1947,1.1947,1.1947
1.1947,1.1947,1.1945,1.1945
1.1945,1.1945,1.1945,1.1945
1.1945,1.1945,1.1944,1.1944
1.1944,1.1944,1.1944,1.1944
1.1944,1.1945,1.1944,1.1945
1.1945,1.1945,1.1945,1.1945
1.1945,1.1946,1.1945,1.1946
1.1946,1.1946,1.1946,1.1946
1.1946,1.1947,1.1946,1.1947
1.1948,1.1949,1.1948,1.1949
1.1948,1.1949,1.1948,1.1949
1.1948,1.1948,1.1947,1.1947
1.1946,1.1947,1.1946,1.1947
1.1947,1.1947,1.1947,1.1947
1.1947,1.1948,1.1947,1.1948
1.1948,1.1948,1.1947,1.1947
1.1946,1.1946,1.1945,1.1946
1.1946,1.1946,1.1946,1.1946
1.1946,1.1946,1.1946,1.1946
1.1946,1.1946,1.1945,1.1945
1.1946,1.1946,1.1946,1.1946
1.1946,1.1946,1.1946,1.1946
1.1946,1.1946,1.1945,1.1946
1.1945,1.1946,1.1945,1.1946
1.1946,1.1946,1.1946,1.1946
1.1946,1.1947,1.1946,1.1947
1.1948,1.1948,1.1948,1.1948
1.1948,1.1948,1.1948,1.1948
1.1948,1.195,1.1948,1.1949
1.195,1.1951,1.195,1.1951
1.1951,1.1951,1.1951,1.1951
1.195,1.1951,1.195,1.1951
1.1951,1.1951,1.1951,1.1951
1.195,1.1951,1.195,1.1951
1.1951,1.1952,1.1951,1.1951
1.1951,1.1951,1.195,1.195
1.195,1.195,1.195,1.195
1.195,1.195,1.195,1.195
1.195,1.1951,1.195,1.1951
1.1951,1.1951,1.195,1.1951
1.1952,1.1953,1.1951,1.1953
1.1953,1.1955,1.1953,1.1954
1.1954,1.1954,1.1952,1.1953
1.1953,1.1953,1.1953,1.1953
1.1953,1.1953,1.1953,1.1953
1.1953,1.1954,1.1953,1.1953
1.1954,1.1955,1.1954,1.1955
1.1956,1.1956,1.1955,1.1955
1.1954,1.1955,1.1954,1.1954
1.1954,1.1954,1.1954,1.1954
1.1955,1.1955,1.1954,1.1954
1.1955,1.1955,1.1954,1.1954
1.1954,1.1954,1.1954,1.1954
1.1955,1.1955,1.1955,1.1955
1.1955,1.1956,1.1955,1.1956
1.1956,1.1956,1.1956,1.1956
1.1955,1.1955,1.1954,1.1954
1.1955,1.1955,1.1954,1.1955
1.1954,1.1954,1.1953,1.1953
1.1952,1.1953,1.1952,1.1953
1.1953,1.1953,1.1952,1.1953
1.1952,1.1953,1.1952,1.1953
1.1953,1.1954,1.1953,1.1954
1.1954,1.1954,1.1953,1.1953
1.1953,1.1954,1.1953,1.1954
1.1954,1.1955,1.1954,1.1955
1.1954,1.1955,1.1954,1.1955
1.1954,1.1955,1.1953,1.1955
1.1954,1.1955,1.1954,1.1955
1.1955,1.1955,1.1954,1.1955
1.1955,1.1955,1.1955,1.1955
1.1955,1.1955,1.1955,1.1955
1.1956,1.1957,1.1956,1.1957
1.1957,1.1957,1.1956,1.1956
1.1955,1.1955,1.1955,1.1955
1.1955,1.1955,1.1954,1.1954
1.1953,1.1954,1.1953,1.1953
1.1954,1.1955,1.1953,1.1955
1.1955,1.1955,1.1953,1.1953
1.1954,1.1954,1.1953,1.1953
1.1953,1.1953,1.1953,1.1953
1.1952,1.1952,1.1951,1.1951
1.1951,1.1952,1.1951,1.1952
1.1952,1.1953,1.1952,1.1953
1.1952,1.1954,1.1952,1.1953
1.1954,1.1954,1.1954,1.1954
1.1954,1.1955,1.1954,1.1954
1.1954,1.1954,1.1954,1.1954
1.1954,1.1956,1.1954,1.1955
1.1955,1.1957,1.1955,1.1957
1.1957,1.1957,1.1956,1.1956
1.1957,1.1957,1.1957,1.1957
1.1957,1.1957,1.1957,1.1957
1.1957,1.1957,1.1956,1.1956
1.1956,1.1956,1.1955,1.1956
1.1955,1.1956,1.1955,1.1955
1.1955,1.1955,1.1955,1.1955
1.1955,1.1955,1.1955,1.1955
1.1955,1.1956,1.1955,1.1956
1.1955,1.1956,1.1955,1.1955
1.1955,1.1955,1.1955,1.1955
1.1955,1.1955,1.1955,1.1955
1.1956,1.1956,1.1956,1.1956
1.1956,1.1956,1.1955,1.1955
1.1955,1.1955,1.1955,1.1955
1.1956,1.1956,1.1955,1.1955
1.1955,1.1956,1.1955,1.1956
1.1956,1.1957,1.1956,1.1957
1.1957,1.1957,1.1957,1.1957
1.1957,1.1957,1.1957,1.1957
1.1957,1.1957,1.1956,1.1956
1.1957,1.1961,1.1957,1.1961
1.1962,1.1962,1.1962,1.1962
1.1963,1.1963,1.1963,1.1963
1.1964,1.1965,1.1963,1.1965
1.1964,1.1965,1.1963,1.1964
1.1964,1.1965,1.1963,1.1963
1.1963,1.1965,1.1963,1.1965
1.1964,1.1965,1.1963,1.1963
1.1964,1.1967,1.1964,1.1967
1.1966,1.1967,1.1966,1.1967
1.1966,1.1966,1.1964,1.1965
1.1965,1.1965,1.1964,1.1964
1.1964,1.1964,1.1963,1.1963
1.1964,1.1964,1.1961,1.1961
1.1962,1.1962,1.1961,1.1961
1.1961,1.1961,1.1959,1.1959
1.1959,1.1959,1.1958,1.1959
1.196,1.196,1.1959,1.1959
1.1959,1.196,1.1959,1.196
1.196,1.196,1.196,1.196
1.196,1.196,1.1958,1.1958
1.1957,1.196,1.1957,1.1959
1.1958,1.196,1.1958,1.196
1.1959,1.1959,1.1959,1.1959
1.1959,1.1959,1.1959,1.1959
1.1958,1.1959,1.1958,1.1959
1.1958,1.1959,1.1958,1.1959
1.1958,1.1959,1.1958,1.1959
1.196,1.196,1.1959,1.196
1.1959,1.1959,1.1959,1.1959
1.1958,1.1958,1.1957,1.1958
1.1958,1.1959,1.1958,1.1958
1.1959,1.1959,1.1958,1.1958
1.1959,1.196,1.1959,1.196
1.1959,1.196,1.1959,1.196
1.1959,1.1959,1.1958,1.1958
1.1959,1.1959,1.1958,1.1959
1.1958,1.1958,1.1954,1.1954
1.1955,1.1956,1.1954,1.1954
1.1953,1.1955,1.1953,1.1953
1.1954,1.1954,1.1952,1.1952
1.1951,1.1951,1.1949,1.1951
1.1951,1.1952,1.1951,1.1952
1.1951,1.1955,1.1951,1.1954
1.1955,1.1955,1.1953,1.1953
1.1953,1.1955,1.1953,1.1955
1.1954,1.1954,1.1953,1.1953
1.1954,1.1954,1.1951,1.1951
1.1952,1.1953,1.1952,1.1952
1.1952,1.1952,1.195,1.195
1.1949,1.1953,1.1948,1.1952
1.1952,1.1952,1.1952,1.1952
1.1952,1.1954,1.1952,1.1954
1.1954,1.1955,1.1954,1.1955
1.1954,1.1955,1.1954,1.1954
1.1954,1.1954,1.1953,1.1953
1.1953,1.1953,1.1953,1.1953
1.1954,1.1954,1.1952,1.1952
1.1952,1.1952,1.1952,1.1952
1.1952,1.1952,1.1952,1.1952
1.1953,1.1954,1.1953,1.1954
1.1954,1.1954,1.1952,1.1952
1.1953,1.1953,1.1952,1.1953
1.1953,1.1953,1.1953,1.1953
1.1953,1.1953,1.1952,1.1953
1.1952,1.1952,1.1951,1.1951
1.1952,1.1952,1.1951,1.1952
1.1952,1.1952,1.1951,1.1951
1.1952,1.1952,1.1951,1.1952
1.1952,1.1952,1.1952,1.1952
1.1951,1.1951,1.1949,1.1949
1.195,1.1952,1.195,1.1952
1.1951,1.1953,1.1948,1.195
1.1949,1.1951,1.1948,1.1948
1.1947,1.1947,1.1945,1.1945
1.1946,1.1946,1.1943,1.1943
1.1943,1.1943,1.1943,1.1943
1.1944,1.1944,1.1943,1.1943
1.1942,1.1944,1.1942,1.1944
1.1943,1.1943,1.1942,1.1943
1.1943,1.1943,1.194,1.194
1.194,1.1942,1.194,1.1941
1.194,1.194,1.1938,1.1939
1.1938,1.1938,1.1934,1.1936
1.1936,1.1936,1.1934,1.1934
1.1935,1.1935,1.1932,1.1933
1.1934,1.1935,1.1934,1.1935
1.1935,1.1937,1.1935,1.1936
1.1937,1.1937,1.1936,1.1936
1.1935,1.1936,1.1935,1.1936
1.1935,1.1935,1.1932,1.1932
1.1931,1.1933,1.1931,1.1933
1.1933,1.1933,1.1933,1.1933
1.1934,1.1935,1.1934,1.1935
1.1934,1.1935,1.1934,1.1935
1.1935,1.1936,1.1934,1.1936
1.1937,1.1938,1.1936,1.1938
1.1937,1.1938,1.1936,1.1937
1.1936,1.1936,1.1933,1.1933
1.1934,1.1934,1.1933,1.1933
1.1933,1.1933,1.1931,1.1932
1.1931,1.1931,1.1929,1.193
1.1931,1.1931,1.1927,1.1929
1.193,1.193,1.1929,1.193
1.1931,1.1932,1.1931,1.1932
1.1931,1.1932,1.1931,1.1931
1.1931,1.1931,1.1928,1.1928
1.1929,1.193,1.1924,1.1924
1.1923,1.1925,1.1923,1.1924
1.1924,1.1925,1.1923,1.1925
1.1925,1.1925,1.1924,1.1925
1.1926,1.1926,1.1925,1.1925
1.1926,1.1926,1.1924,1.1924
1.1924,1.1924,1.1921,1.1922
1.1923,1.1923,1.1922,1.1923
1.1923,1.1923,1.1922,1.1923
1.1924,1.1924,1.1922,1.1922
1.1921,1.1922,1.192,1.1921
1.1922,1.1924,1.1922,1.1924
1.1923,1.1929,1.1923,1.1929
1.193,1.193,1.1927,1.1928
1.1929,1.1929,1.1927,1.1928
1.1928,1.1928,1.1928,1.1928
1.1929,1.193,1.1929,1.193
1.193,1.1931,1.1928,1.1928
1.1929,1.193,1.1929,1.1929
1.1928,1.1928,1.1921,1.1924
1.1925,1.1927,1.1925,1.1926
1.1926,1.1928,1.1926,1.1927
1.1928,1.1929,1.1928,1.1928
1.1929,1.1929,1.1927,1.1928
1.1927,1.1932,1.1927,1.1931
1.1932,1.1937,1.1932,1.1936
1.1937,1.194,1.1937,1.194
1.1941,1.1943,1.1939,1.1943
1.1942,1.1947,1.194,1.1947
1.1948,1.195,1.1945,1.1947
1.1946,1.1946,1.1942,1.1943
1.1944,1.1944,1.1941,1.1943
1.1942,1.1944,1.1941,1.1941
1.1942,1.1944,1.1941,1.1943
1.1944,1.1944,1.194,1.194
1.1939,1.1939,1.1937,1.1937
1.1936,1.1936,1.1932,1.1933
1.1932,1.1934,1.1931,1.1932
1.1933,1.1935,1.1932,1.1935
1.1935,1.1935,1.1934,1.1935
1.1936,1.1938,1.1935,1.1938
1.1939,1.1941,1.1939,1.194
1.1939,1.1941,1.1939,1.194
1.1939,1.1939,1.1934,1.1935
1.1936,1.1937,1.1935,1.1935
1.1936,1.1938,1.1936,1.1938
1.1937,1.194,1.1937,1.1939
1.194,1.1941,1.1939,1.194
1.1941,1.1941,1.1937,1.1937
1.1937,1.1938,1.1937,1.1938
1.1939,1.1939,1.1936,1.1937
1.1937,1.1938,1.1934,1.1936
1.1935,1.1935,1.1932,1.1933
1.1933,1.1933,1.1931,1.1931
1.1932,1.1932,1.1926,1.1926
1.1925,1.1927,1.1923,1.1925
1.1926,1.1927,1.1925,1.1926
1.1925,1.1927,1.1925,1.1927
1.1926,1.1929,1.1926,1.1928
1.1927,1.1929,1.1927,1.1927
1.1926,1.1926,1.1923,1.1924
1.1923,1.1923,1.1918,1.192
1.1921,1.1922,1.1921,1.1922
1.1921,1.1922,1.1921,1.1921
1.1922,1.1926,1.1921,1.1926
1.1925,1.1926,1.1921,1.1921
1.1922,1.1926,1.1922,1.1924
1.1922,1.1922,1.1917,1.1918
1.1917,1.1921,1.1917,1.1918
1.1919,1.1919,1.1918,1.1918
1.1918,1.1919,1.1917,1.1917
1.1916,1.1916,1.1913,1.1913
1.1914,1.1916,1.1913,1.1915
1.1914,1.192,1.1914,1.192
1.1919,1.192,1.1916,1.1916
1.1915,1.1916,1.1914,1.1915
1.1914,1.1915,1.1913,1.1915
1.1916,1.1918,1.1915,1.1917
1.1916,1.1916,1.191,1.191
1.1909,1.1913,1.1909,1.1913
1.1913,1.1914,1.1913,1.1914
1.1913,1.1915,1.1913,1.1913
1.1914,1.1915,1.1912,1.1912
1.1913,1.1913,1.1911,1.1912
1.1911,1.1912,1.1911,1.1912
1.1912,1.1913,1.1911,1.1911
1.1912,1.1912,1.1911,1.1911
1.191,1.1912,1.191,1.191
1.191,1.1911,1.191,1.1911
1.191,1.1911,1.1909,1.1909
1.1909,1.1909,1.1909,1.1909
1.1909,1.1909,1.1903,1.1904
1.1905,1.1906,1.1904,1.1906
1.1905,1.1906,1.1905,1.1905
1.1906,1.1909,1.1906,1.1906
1.1905,1.1908,1.1905,1.1906
1.1907,1.1909,1.1907,1.1907
1.1908,1.1908,1.1905,1.1905
1.1905,1.1906,1.1905,1.1906
1.1905,1.1906,1.1905,1.1906
1.1907,1.1907,1.1904,1.1904
1.1903,1.1905,1.1903,1.1905
1.1905,1.1905,1.1903,1.1903
1.1904,1.1904,1.1903,1.1903
1.1903,1.1905,1.1903,1.1905
1.1906,1.1907,1.1906,1.1907
1.1908,1.1909,1.1907,1.1909
1.1909,1.1909,1.1906,1.1906
1.1905,1.1907,1.1904,1.1907
1.1906,1.1906,1.1905,1.1906
1.1906,1.1906,1.1906,1.1906
1.1907,1.1908,1.1906,1.1906
1.1907,1.1907,1.1906,1.1907
1.1908,1.191,1.1908,1.191
1.1909,1.1912,1.1909,1.1911
1.191,1.1911,1.1909,1.1909
1.1908,1.1908,1.1904,1.1904
1.1904,1.1904,1.19,1.19
1.1899,1.19,1.1898,1.1899
1.19,1.19,1.1899,1.19
1.1901,1.1901,1.1898,1.1898
1.1897,1.1901,1.1897,1.1901
1.1902,1.1902,1.1898,1.1898
1.1899,1.1899,1.1898,1.1899
1.1898,1.1901,1.1898,1.1899
1.19,1.1902,1.19,1.1902
1.1901,1.1903,1.1901,1.1903
1.1903,1.1904,1.1903,1.1903
1.1903,1.1904,1.1902,1.1902
1.1901,1.1902,1.1901,1.1902
1.1902,1.1903,1.1902,1.1902
1.1902,1.1902,1.1901,1.1901
1.1901,1.1904,1.1901,1.1903
1.1904,1.1904,1.1897,1.1898
1.1897,1.19,1.1897,1.1897
1.1896,1.1899,1.1895,1.1899
1.1898,1.1898,1.1895,1.1897
1.1898,1.19,1.1898,1.1899
1.1899,1.1899,1.1896,1.1897
1.1895,1.1898,1.1894,1.1898
1.1899,1.19,1.1898,1.1898
1.1899,1.1901,1.1899,1.1899
1.1899,1.19,1.1899,1.1899
1.1898,1.1899,1.1898,1.1898
1.1899,1.1899,1.1898,1.1899
1.1898,1.1899,1.1897,1.1899
1.1898,1.1899,1.1898,1.1899
1.1899,1.1899,1.1896,1.1899
1.19,1.19,1.1898,1.1899
1.1898,1.1899,1.1898,1.1899
1.19,1.19,1.1899,1.1899
1.1899,1.19,1.1899,1.1899
1.1899,1.1899,1.1898,1.1898
1.1897,1.1897,1.1894,1.1896
1.1897,1.1899,1.1897,1.1897
1.1898,1.1898,1.1897,1.1898
1.1899,1.1901,1.1899,1.1901
1.1902,1.1904,1.1902,1.1904
1.1904,1.191,1.1904,1.191
1.1911,1.1911,1.1907,1.1908
1.1909,1.1912,1.1908,1.1912
1.1913,1.1916,1.1912,1.1916
1.1915,1.1917,1.1913,1.1917
1.1916,1.1917,1.1913,1.1914
1.1913,1.1913,1.1912,1.1913
1.1912,1.1912,1.1911,1.1911
1.191,1.1911,1.1909,1.191
1.1909,1.1909,1.1908,1.1908
1.1907,1.1908,1.1903,1.1903
1.1902,1.1903,1.1898,1.1901
1.19,1.19,1.1892,1.1892
1.1893,1.1893,1.1889,1.1889
1.1888,1.1893,1.1888,1.1893
1.1894,1.1894,1.1892,1.1892
1.1891,1.1893,1.189,1.1891
1.189,1.1891,1.1887,1.1888
1.1889,1.189,1.1889,1.1889
1.1888,1.1889,1.1886,1.1887
1.1888,1.1892,1.1887,1.1891
1.189,1.1895,1.189,1.1894
1.1895,1.1896,1.1894,1.1895
1.1894,1.1895,1.1893,1.1893
1.1894,1.1895,1.1893,1.1895
1.1895,1.1895,1.1895,1.1895
1.1895,1.1895,1.1895,1.1895
1.1896,1.1897,1.1895,1.1897
1.1896,1.1896,1.1895,1.1895
1.1894,1.1896,1.1894,1.1896
1.1895,1.1895,1.1894,1.1894
1.1893,1.1895,1.1893,1.1895
1.1895,1.1895,1.1894,1.1894
1.1893,1.1894,1.1891,1.1893
1.1894,1.1895,1.1893,1.1895
1.1894,1.1895,1.1894,1.1894
1.1895,1.1896,1.1894,1.1895
1.1895,1.1902,1.1895,1.1902
1.1902,1.1904,1.1902,1.1904
1.1903,1.1903,1.1902,1.1902
1.1902,1.1902,1.19,1.19
1.1899,1.1899,1.1898,1.1898
1.1899,1.19,1.1899,1.19
1.19,1.1901,1.19,1.19
1.1901,1.1901,1.1899,1.19
1.1899,1.19,1.1899,1.19
1.19,1.19,1.1896,1.1897
1.1896,1.1896,1.1896,1.1896
1.1895,1.1895,1.1892,1.1894
1.1895,1.1895,1.1894,1.1895
1.1895,1.1895,1.1893,1.1893
1.1894,1.1894,1.1892,1.1892
1.1892,1.1895,1.1892,1.1894
1.1893,1.1894,1.1893,1.1893
1.1893,1.1893,1.1892,1.1893
1.1893,1.1893,1.1889,1.1889
1.189,1.189,1.1889,1.1889
1.189,1.189,1.1887,1.1888
1.1889,1.1894,1.1889,1.1894
1.1895,1.1896,1.1893,1.1895
1.1896,1.1897,1.1892,1.1892
1.1893,1.1894,1.1893,1.1893
1.1894,1.1895,1.1893,1.1895
1.1894,1.1894,1.1891,1.1891
1.1892,1.1892,1.1891,1.1891
1.1891,1.1892,1.189,1.1892
1.1893,1.1894,1.1892,1.1892
1.1892,1.1892,1.1888,1.1888
1.1889,1.189,1.1887,1.1889
1.189,1.1892,1.189,1.1891
1.1891,1.1892,1.1891,1.1892
1.1892,1.1894,1.1892,1.1894
1.1893,1.1894,1.1892,1.1893
1.1893,1.1894,1.1889,1.1889
1.189,1.189,1.1888,1.189
1.1891,1.1891,1.1889,1.189
1.1889,1.1889,1.1884,1.1884
1.1885,1.1886,1.1882,1.1883
1.1884,1.1889,1.1883,1.1888
1.1889,1.189,1.1888,1.189
1.1889,1.1889,1.1887,1.1887
1.1887,1.1887,1.1885,1.1885
1.1886,1.1887,1.1886,1.1886
1.1887,1.1887,1.1884,1.1884
1.1885,1.1885,1.1883,1.1885
1.1886,1.1891,1.1885,1.189
1.1891,1.1892,1.1891,1.1891
1.189,1.1891,1.189,1.1891
1.1891,1.1891,1.189,1.1891
1.1891,1.1891,1.189,1.1891
1.189,1.1892,1.189,1.1892
1.1891,1.1893,1.1891,1.1891
1.1892,1.1893,1.1892,1.1892
1.1891,1.1893,1.1891,1.1893
1.1893,1.1893,1.1892,1.1892
1.1892,1.1892,1.1891,1.1891
1.1892,1.1893,1.1891,1.1893
1.1892,1.1893,1.1892,1.1893
1.1892,1.1892,1.1891,1.1891
1.189,1.189,1.189,1.189
1.189,1.189,1.189,1.189
1.189,1.189,1.189,1.189
1.1891,1.1893,1.1891,1.1893
1.1894,1.1894,1.1892,1.1892
1.1891,1.1893,1.1891,1.1893
1.1894,1.1894,1.1892,1.1894
1.1894,1.1896,1.1894,1.1896
1.1897,1.1899,1.1897,1.1898
1.1899,1.19,1.1899,1.1899
1.19,1.19,1.1899,1.1899
1.1899,1.1901,1.1899,1.1901
1.1902,1.1902,1.1901,1.1902
1.1901,1.1902,1.1901,1.1902
1.1902,1.1908,1.1902,1.1904
1.1905,1.1907,1.1905,1.1906
1.1905,1.1906,1.1905,1.1905
1.1905,1.1905,1.1901,1.1901
1.19,1.1903,1.19,1.1902
1.1903,1.1907,1.1903,1.1907
1.1906,1.1908,1.1905,1.1905
1.1906,1.191,1.1906,1.191
1.1909,1.1909,1.1907,1.1909
1.1909,1.1909,1.1908,1.1909
1.191,1.1912,1.1909,1.1911
1.1912,1.1912,1.191,1.191
1.1909,1.1909,1.1906,1.1908
1.1909,1.191,1.1907,1.1907
1.1906,1.1907,1.1905,1.1905
1.1906,1.191,1.1906,1.191
1.1909,1.1912,1.1909,1.1912
1.1911,1.1913,1.191,1.1912
1.1911,1.1913,1.191,1.1912
1.1911,1.1911,1.191,1.191
1.1911,1.1911,1.1907,1.1908
1.1907,1.1909,1.1907,1.1908
1.1909,1.1909,1.1907,1.1907
1.1906,1.1906,1.19,1.1901
1.1902,1.1902,1.19,1.1902
1.1902,1.1902,1.1901,1.1902
1.1901,1.1902,1.1899,1.1902
1.1901,1.1902,1.19,1.19
1.19,1.19,1.1897,1.1898
1.1897,1.1897,1.1895,1.1896
1.1895,1.1897,1.1895,1.1896
1.1897,1.1898,1.1896,1.1898
1.1898,1.1902,1.1898,1.1902
1.1901,1.1905,1.1901,1.1903
1.1904,1.1904,1.1902,1.1904
1.1903,1.1905,1.1902,1.1905
1.1904,1.1906,1.1902,1.1906
1.1905,1.1905,1.1903,1.1904
1.1905,1.1905,1.1904,1.1904
1.1905,1.1905,1.1904,1.1904
1.1905,1.1906,1.1903,1.1903
1.1903,1.1904,1.1902,1.1903
1.1902,1.1905,1.1901,1.1902
1.1901,1.1901,1.1895,1.1895
1.1896,1.1897,1.1895,1.1897
1.1896,1.1899,1.1896,1.1897
1.1896,1.1897,1.1895,1.1895
1.1896,1.1896,1.1894,1.1894
1.1895,1.1897,1.1895,1.1897
1.1898,1.1898,1.1897,1.1897
1.1898,1.1902,1.1898,1.1902
1.1901,1.1904,1.1901,1.1904
1.1903,1.1906,1.1903,1.1905
1.1906,1.1907,1.1905,1.1905
1.1904,1.1905,1.1904,1.1905
1.1904,1.1907,1.1904,1.1907
1.1908,1.191,1.1908,1.191
1.1909,1.1909,1.1908,1.1908
1.1908,1.1908,1.1906,1.1906
1.1905,1.1905,1.1902,1.1902
1.1901,1.1904,1.1901,1.1902
1.1901,1.1907,1.1901,1.1905
1.1904,1.1906,1.1904,1.1905
1.1906,1.1906,1.1904,1.1906
1.1906,1.1907,1.1906,1.1906
1.1905,1.1905,1.1903,1.1905
1.1904,1.1904,1.1902,1.1904
1.1905,1.1905,1.1901,1.1902
1.1901,1.1902,1.19,1.1902
1.1903,1.1903,1.1902,1.1902
1.1901,1.1902,1.1901,1.1902
1.1901,1.1901,1.19,1.19
1.1899,1.1899,1.1896,1.1897
1.1898,1.1898,1.1895,1.1895
1.1894,1.1894,1.1891,1.1892
1.1891,1.1893,1.189,1.1893
1.1892,1.1892,1.189,1.189
1.1891,1.1891,1.189,1.1891
1.1892,1.1893,1.1892,1.1893
1.1892,1.1892,1.1889,1.1889
1.1888,1.1889,1.1887,1.1889
1.1889,1.1889,1.1886,1.1886
1.1887,1.1887,1.1886,1.1887
1.1886,1.1888,1.1886,1.1888
1.1889,1.1893,1.1889,1.1891
1.189,1.1892,1.1889,1.1891
1.1892,1.1892,1.1891,1.1892
1.1891,1.1893,1.1891,1.1892
1.1893,1.1894,1.1893,1.1894
1.1894,1.1894,1.1893,1.1893
1.1892,1.1893,1.1892,1.1892
1.1893,1.1894,1.1892,1.1894
1.1894,1.1894,1.1893,1.1893
1.1894,1.1894,1.1893,1.1893
1.1894,1.1895,1.1893,1.1893
1.1892,1.1894,1.1892,1.1894
1.1895,1.1896,1.1893,1.1895
1.1895,1.1896,1.1893,1.1894
1.1893,1.1893,1.1888,1.1888
1.1889,1.1891,1.1888,1.1888
1.1889,1.1891,1.1888,1.1891
1.1892,1.1892,1.1891,1.1892
1.1893,1.1894,1.1892,1.1894
1.1893,1.1894,1.1892,1.1892
1.1893,1.1895,1.1893,1.1895
1.1894,1.1896,1.1894,1.1896
1.1897,1.1897,1.1895,1.1897
1.1896,1.1896,1.1893,1.1894
1.1895,1.1896,1.1894,1.1894
1.1895,1.1896,1.1894,1.1896
1.1895,1.1896,1.1894,1.1895
1.1896,1.1901,1.1895,1.1901
1.1902,1.1904,1.19,1.1902
1.1903,1.1904,1.1902,1.1902
1.1901,1.1903,1.1899,1.1901
1.19,1.1901,1.19,1.1901
1.1902,1.1902,1.1899,1.1899
1.19,1.1901,1.19,1.19
1.1899,1.1899,1.1898,1.1898
1.1898,1.19,1.1898,1.19
1.1901,1.1902,1.19,1.1901
1.1902,1.1903,1.1901,1.1903
1.1903,1.1906,1.1903,1.1904
1.1908,1.1919,1.1906,1.1915
1.1916,1.1922,1.1916,1.1922
1.1923,1.1923,1.1915,1.1915
1.1914,1.1915,1.1909,1.1912
1.1913,1.1913,1.1911,1.1912
1.1913,1.1915,1.1912,1.1915
1.1914,1.1914,1.1912,1.1914
1.1915,1.1922,1.1915,1.192
1.1919,1.1924,1.1918,1.1924
1.1923,1.1926,1.1923,1.1926
1.1925,1.1928,1.1925,1.1926
1.1925,1.1931,1.1924,1.1929
1.1928,1.1928,1.1925,1.1925
1.1924,1.1924,1.1922,1.1923
1.1924,1.1924,1.1921,1.1922
1.1923,1.1923,1.1919,1.1919
1.1918,1.1918,1.1913,1.1913
1.1914,1.1914,1.1912,1.1913
1.1913,1.1913,1.1912,1.1913
1.1912,1.1915,1.1912,1.1915
1.1916,1.1916,1.1915,1.1916
1.1915,1.1915,1.1912,1.1913
1.1912,1.1914,1.1912,1.1913
1.1912,1.1913,1.191,1.1911
1.1911,1.1911,1.1909,1.191
1.1911,1.1911,1.1909,1.1909
1.1908,1.1909,1.1906,1.1906
1.1907,1.1908,1.1906,1.1907
1.1906,1.1908,1.1906,1.1908
1.1909,1.191,1.1908,1.191
1.1911,1.1911,1.191,1.191
1.191,1.191,1.1907,1.1907
1.1908,1.1908,1.1906,1.1907
1.1906,1.1909,1.1906,1.1909
1.1908,1.1909,1.1907,1.1909
1.1908,1.1912,1.1907,1.1912
1.1911,1.1913,1.1911,1.1913
1.1914,1.1916,1.1914,1.1915
1.1916,1.1916,1.1913,1.1914
1.1913,1.1914,1.1912,1.1912
1.1911,1.1911,1.1907,1.1907
1.1908,1.1908,1.1906,1.1906
1.1907,1.1908,1.1907,1.1907
1.1906,1.1908,1.1906,1.1908
1.1909,1.1911,1.1908,1.1911
1.191,1.1911,1.1909,1.1911
1.1912,1.1913,1.1911,1.1912
1.1912,1.1913,1.1911,1.1911
1.1912,1.1915,1.1912,1.1914
1.1915,1.1917,1.1914,1.1915
1.1914,1.1914,1.191,1.1911
1.191,1.1911,1.1908,1.191
1.1911,1.1912,1.1909,1.191
1.1911,1.1913,1.1911,1.1911
1.1912,1.1913,1.191,1.191
1.1911,1.1912,1.191,1.191
1.1911,1.1912,1.191,1.1911
1.191,1.1915,1.191,1.1912
1.1911,1.1913,1.191,1.1913
1.1914,1.1918,1.1914,1.1918
1.1917,1.1917,1.1914,1.1916
1.1917,1.1919,1.1915,1.1919
1.1918,1.1918,1.1915,1.1915
1.1916,1.1921,1.1916,1.1921
1.192,1.192,1.1919,1.192
1.1921,1.1923,1.192,1.192
1.1921,1.1922,1.1919,1.1921
1.1922,1.1922,1.192,1.192
